from,to,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2020-07-24T16:54:18-04:00,2020-07-24T17:40:46-04:00,,,America/New_York,Other,"{""calories"":36.169994354248,""effduration"":2340,""intensity"":50,""manual_distance"":0,""manual_calories"":583.45532226562,""hr_average"":105,""hr_min"":56,""hr_max"":157,""hr_zone_0"":866,""hr_zone_1"":992,""hr_zone_2"":228,""hr_zone_3"":0,""device_startdate"":1595624058,""device_enddate"":1595626846,""pause_duration"":3,""steps"":1075,""distance"":915.07904052734,""metcumul"":72.559997558594}",,2020-07-26T10:39:50-04:00
2020-07-24T16:54:18-04:00,2020-07-24T17:40:46-04:00,,,America/New_York,Other,{},,2020-07-26T10:39:50-04:00
2020-07-26T12:12:00-04:00,2020-07-26T12:20:00-04:00,,,America/New_York,Walking,"{""calories"":20.090002059937,""effduration"":480,""intensity"":0,""manual_distance"":-1,""manual_calories"":49.168327331543,""pause_duration"":0,""steps"":666,""distance"":507.87997436523,""metcumul"":29.530000686646}",,2020-07-26T16:06:51-04:00
2020-07-26T12:26:00-04:00,2020-07-26T12:54:00-04:00,,,America/New_York,Walking,"{""calories"":68.399993896484,""effduration"":1680,""intensity"":0,""manual_distance"":-1,""manual_calories"":172.0891418457,""pause_duration"":0,""steps"":2274,""distance"":1730.0098876953,""metcumul"":101.3399887085}",,2020-07-26T16:06:52-04:00
2020-07-26T13:01:00-04:00,2020-07-26T13:22:00-04:00,,,America/New_York,Walking,"{""calories"":42.062004089355,""effduration"":1080,""intensity"":0,""manual_distance"":-1,""manual_calories"":129.06686401367,""pause_duration"":0,""steps"":1384,""distance"":1063.4219970703,""metcumul"":62.392002105713}",,2020-07-26T16:06:52-04:00
2020-07-26T14:15:00-04:00,2020-07-26T15:00:00-04:00,,,America/New_York,Walking,"{""calories"":131.36199951172,""effduration"":2580,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":4199,""distance"":3320.0891113281,""metcumul"":180.34201049805}",,2020-07-27T09:25:24-04:00
2020-07-27T17:08:29-04:00,2020-07-27T17:49:58-04:00,,,America/New_York,Other,"{""calories"":40.51114654541,""effduration"":2220,""intensity"":50,""manual_distance"":0,""manual_calories"":520.88244628906,""hr_average"":113,""hr_min"":72,""hr_max"":156,""hr_zone_0"":304,""hr_zone_1"":1232,""hr_zone_2"":275,""hr_zone_3"":0,""device_startdate"":1595884109,""device_enddate"":1595886598,""pause_duration"":3,""steps"":1197,""distance"":1025.0600585938,""metcumul"":74.863746643066}",,2020-07-28T14:42:29-04:00
2020-07-27T17:08:29-04:00,2020-07-27T17:49:58-04:00,,,America/New_York,Other,{},,2020-07-28T07:53:29-04:00
2020-07-29T16:48:35-04:00,2020-07-29T17:45:41-04:00,,,America/New_York,Other,"{""calories"":4.9000000953674,""effduration"":1500,""intensity"":50,""manual_distance"":0,""manual_calories"":716.97204589844,""hr_average"":89,""hr_min"":39,""hr_max"":129,""hr_zone_0"":1533,""hr_zone_1"":1544,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1596055715,""device_enddate"":1596059141,""pause_duration"":2,""steps"":150,""distance"":125.19000244141,""metcumul"":29.340000152588}",,2020-07-31T08:57:12-04:00
2020-07-29T16:48:35-04:00,2020-07-29T17:45:41-04:00,,,America/New_York,Other,{},,2020-07-29T23:47:08-04:00
2020-07-31T17:39:00-04:00,2020-07-31T18:02:00-04:00,,,America/New_York,Other,"{""calories"":21.434000015259,""effduration"":1260,""intensity"":50,""manual_distance"":-1,""manual_calories"":163.23356628418,""pause_duration"":0,""steps"":648,""distance"":542.98004150391,""metcumul"":41.296997070312}",,2020-08-04T09:09:07-04:00
2020-08-04T17:52:40-04:00,2020-08-04T18:36:35-04:00,,,America/New_York,Yoga,"{""calories"":5.9739999771118,""effduration"":840,""intensity"":50,""manual_distance"":0,""manual_calories"":551.43646240234,""hr_average"":94,""hr_min"":42,""hr_max"":133,""hr_zone_0"":1025,""hr_zone_1"":1227,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1596577960,""device_enddate"":1596580595,""pause_duration"":3,""steps"":178,""distance"":151.87600708008,""metcumul"":19.532999038696}",,2020-08-05T13:43:43-04:00
2020-08-04T17:52:40-04:00,2020-08-04T18:36:35-04:00,,,America/New_York,Other,{},,2020-08-05T13:16:20-04:00
2020-08-07T23:07:00-04:00,2020-08-07T23:24:00-04:00,,,America/Chicago,Walking,"{""calories"":34.575550079346,""effduration"":1020,""intensity"":0,""manual_distance"":-1,""manual_calories"":103.93482971191,""pause_duration"":0,""steps"":1127,""distance"":876.57397460938,""metcumul"":43.297222137451}",,2020-08-11T21:29:23-04:00
2020-08-08T03:13:00-04:00,2020-08-08T03:18:00-04:00,,,America/Chicago,Walking,"{""calories"":10.001444816589,""effduration"":300,""intensity"":0,""manual_distance"":-1,""manual_calories"":30.569068908691,""pause_duration"":0,""steps"":326,""distance"":253.56091308594,""metcumul"":12.606827735901}",,2020-08-11T21:29:24-04:00
2020-08-09T18:44:00-04:00,2020-08-09T18:49:00-04:00,,,America/Chicago,Walking,"{""calories"":10.062804222107,""effduration"":300,""intensity"":0,""manual_distance"":-1,""manual_calories"":30.569068908691,""pause_duration"":0,""steps"":328,""distance"":255.1164855957,""metcumul"":12.6534948349}",,2020-08-11T21:29:25-04:00
2020-08-11T09:37:00-04:00,2020-08-11T09:47:00-04:00,,,America/Chicago,Walking,"{""calories"":21.71799659729,""effduration"":600,""intensity"":0,""manual_distance"":-1,""manual_calories"":61.138137817383,""pause_duration"":0,""steps"":708,""distance"":550.67395019531,""metcumul"":26.513999938965}",,2020-08-11T21:29:26-04:00
2020-08-11T09:57:00-04:00,2020-08-11T10:27:00-04:00,,,America/Chicago,Walking,"{""calories"":87.910980224609,""effduration"":1800,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":2866,""distance"":2229.1389160156,""metcumul"":96.860984802246}",,2020-08-12T15:45:48-04:00
2020-08-14T16:49:00-04:00,2020-08-14T17:02:00-04:00,,,America/New_York,Walking,"{""calories"":27.67271232605,""effduration"":780,""intensity"":0,""manual_distance"":-1,""manual_calories"":79.47957611084,""pause_duration"":0,""steps"":902,""distance"":701.57019042969,""metcumul"":34.047115325928}",,2020-08-18T23:29:55-04:00
2020-08-15T15:15:00-04:00,2020-08-15T15:25:00-04:00,,,America/New_York,Walking,"{""calories"":23.312856674194,""effduration"":600,""intensity"":0,""manual_distance"":-1,""manual_calories"":61.138137817383,""pause_duration"":0,""steps"":759,""distance"":591.07464599609,""metcumul"":27.757040023804}",,2020-08-18T23:29:56-04:00
2020-08-17T16:58:04-04:00,2020-08-17T17:58:09-04:00,,,America/New_York,Yoga,"{""calories"":1.680999994278,""effduration"":960,""intensity"":50,""manual_distance"":0,""manual_calories"":750.47607421875,""hr_average"":76,""hr_min"":39,""hr_max"":134,""hr_zone_0"":2366,""hr_zone_1"":883,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1597697884,""device_enddate"":1597701489,""pause_duration"":2,""steps"":56,""distance"":43.42200088501,""metcumul"":17.590002059937}",,2020-08-20T12:21:55-04:00
2020-08-17T16:58:04-04:00,2020-08-17T17:58:09-04:00,,,America/New_York,Other,{},,2020-08-18T23:29:57-04:00
2020-08-18T09:03:00-04:00,2020-08-18T09:39:00-04:00,,,America/New_York,Walking,"{""calories"":79.863990783691,""effduration"":2160,""intensity"":0,""manual_distance"":-1,""manual_calories"":220.09729003906,""pause_duration"":0,""steps"":2604,""distance"":2025.3572998047,""metcumul"":96.746002197266}",,2020-08-18T23:29:58-04:00
2020-08-18T17:17:08-04:00,2020-08-18T17:49:00-04:00,,,America/New_York,Other,"{""calories"":19.050001144409,""effduration"":1500,""intensity"":50,""manual_distance"":0,""manual_calories"":398.03338623047,""hr_average"":116,""hr_min"":68,""hr_max"":152,""hr_zone_0"":228,""hr_zone_1"":1177,""hr_zone_2"":328,""hr_zone_3"":0,""device_startdate"":1597785428,""device_enddate"":1597787340,""pause_duration"":3,""steps"":588,""distance"":489.07998657227,""metcumul"":43.339996337891}",,2020-08-20T12:21:56-04:00
2020-08-18T17:17:08-04:00,2020-08-18T17:49:00-04:00,,,America/New_York,Other,{},,2020-08-18T23:29:58-04:00
2020-08-19T17:10:54-04:00,2020-08-19T17:43:35-04:00,,,America/New_York,Yoga,"{""calories"":3.438000202179,""effduration"":660,""intensity"":50,""manual_distance"":0,""manual_calories"":408.23400878906,""hr_average"":112,""hr_min"":64,""hr_max"":143,""hr_zone_0"":193,""hr_zone_1"":1062,""hr_zone_2"":41,""hr_zone_3"":0,""device_startdate"":1597871454,""device_enddate"":1597873415,""pause_duration"":3,""steps"":108,""distance"":88.855010986328,""metcumul"":14.125998497009}",,2020-08-21T10:05:04-04:00
2020-08-19T17:10:54-04:00,2020-08-19T17:43:35-04:00,,,America/New_York,Other,{},,2020-08-20T12:22:17-04:00
2020-08-21T08:38:00-04:00,2020-08-21T08:44:00-04:00,,,America/New_York,Walking,"{""calories"":14.42426109314,""effduration"":360,""intensity"":0,""manual_distance"":-1,""manual_calories"":36.682880401611,""pause_duration"":0,""steps"":476,""distance"":365.69003295898,""metcumul"":16.970699310303}",,2020-08-24T15:07:23-04:00
2020-08-21T17:44:59-04:00,2020-08-21T18:20:08-04:00,,,America/New_York,Other,"{""calories"":22.717998504639,""effduration"":1740,""intensity"":50,""manual_distance"":0,""manual_calories"":137.39645385742,""hr_average"":110,""hr_min"":53,""hr_max"":157,""hr_zone_0"":493,""hr_zone_1"":729,""hr_zone_2"":449,""hr_zone_3"":0,""device_startdate"":1598046299,""device_enddate"":1598048408,""pause_duration"":2,""steps"":704,""distance"":581.96697998047,""metcumul"":50.722995758057}",,2020-08-24T21:43:38-04:00
2020-08-21T17:44:59-04:00,2020-08-21T18:20:08-04:00,,,America/New_York,Other,{},,2020-08-24T15:07:23-04:00
2020-08-22T13:18:53-04:00,2020-08-22T14:19:01-04:00,,,America/New_York,Yoga,"{""calories"":3.0610001087189,""effduration"":960,""intensity"":50,""manual_distance"":0,""manual_calories"":751.10064697266,""hr_average"":87,""hr_min"":42,""hr_max"":131,""hr_zone_0"":1981,""hr_zone_1"":1456,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1598116733,""device_enddate"":1598120341,""pause_duration"":2,""steps"":95,""distance"":78.921005249023,""metcumul"":18.585000991821}",,2020-08-24T21:43:40-04:00
2020-08-22T13:18:53-04:00,2020-08-22T14:19:01-04:00,,,America/New_York,Other,{},,2020-08-24T15:07:24-04:00
2020-08-24T18:22:17-04:00,2020-08-24T19:04:11-04:00,,,America/New_York,Other,"{""calories"":19.939998626709,""effduration"":2041,""intensity"":50,""manual_distance"":0,""manual_calories"":523.35559082031,""hr_average"":102,""hr_min"":65,""hr_max"":153,""hr_zone_0"":753,""hr_zone_1"":877,""hr_zone_2"":70,""hr_zone_3"":0,""device_startdate"":1598307737,""device_enddate"":1598310251,""pause_duration"":2,""steps"":611,""distance"":510.76998901367,""metcumul"":53.070003509521}",,2020-08-25T15:20:12-04:00
2020-08-24T18:22:17-04:00,2020-08-24T19:04:11-04:00,,,America/New_York,Other,{},,2020-08-24T21:43:42-04:00
2020-08-25T15:02:00-04:00,2020-08-25T15:19:00-04:00,,,America/New_York,Walking,"{""calories"":53.930000305176,""effduration"":1020,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":1745,""distance"":1377.8801269531,""metcumul"":74.040008544922}",,2020-08-25T17:39:11-04:00
2020-08-25T17:15:00-04:00,2020-08-25T17:39:00-04:00,,,America/New_York,Walking,"{""calories"":57.299999237061,""effduration"":1260,""intensity"":0,""manual_distance"":-1,""manual_calories"":146.73152160645,""pause_duration"":0,""steps"":1896,""distance"":1463.2897949219,""metcumul"":82.399993896484}",,2020-08-27T15:09:57-04:00
2020-08-26T18:29:14-04:00,2020-08-26T19:29:20-04:00,,,America/New_York,Yoga,"{""calories"":2.9659998416901,""effduration"":780,""intensity"":50,""manual_distance"":0,""manual_calories"":750.68426513672,""hr_average"":78,""hr_min"":38,""hr_max"":138,""hr_zone_0"":2542,""hr_zone_1"":917,""hr_zone_2"":27,""hr_zone_3"":0,""device_startdate"":1598480954,""device_enddate"":1598484560,""pause_duration"":2,""steps"":94,""distance"":76.63500213623,""metcumul"":15.638000488281}",,2020-08-28T08:15:45-04:00
2020-08-26T18:29:14-04:00,2020-08-26T19:29:20-04:00,,,America/New_York,Other,{},,2020-08-27T15:09:58-04:00
2020-08-26T21:08:00-04:00,2020-08-26T21:14:00-04:00,,,America/New_York,Walking,"{""calories"":11.095999717712,""effduration"":360,""intensity"":0,""manual_distance"":-1,""manual_calories"":36.682880401611,""pause_duration"":0,""steps"":379,""distance"":283.46099853516,""metcumul"":17.65299987793}",,2020-08-28T08:15:46-04:00
2020-08-28T08:30:00-04:00,2020-08-28T09:48:00-04:00,,,America/New_York,Walking,"{""calories"":183.85203552246,""effduration"":4380,""intensity"":0,""manual_distance"":-1,""manual_calories"":476.87747192383,""pause_duration"":0,""steps"":6012,""distance"":4695.1987304688,""metcumul"":265.10900878906}",,2020-08-29T11:01:01-04:00
2020-08-28T17:47:27-04:00,2020-08-28T18:33:00-04:00,,,America/New_York,Yoga,"{""calories"":3.2190001010895,""effduration"":840,""intensity"":50,""manual_distance"":0,""manual_calories"":568.94622802734,""hr_average"":92,""hr_min"":44,""hr_max"":134,""hr_zone_0"":1101,""hr_zone_1"":1146,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1598651247,""device_enddate"":1598653980,""pause_duration"":2,""steps"":104,""distance"":82.967002868652,""metcumul"":17.006999969482}",,2020-08-29T11:01:02-04:00
2020-08-28T17:47:27-04:00,2020-08-28T18:33:00-04:00,,,America/New_York,Other,{},,2020-08-28T23:04:03-04:00
2020-08-29T11:59:45-04:00,2020-08-29T12:59:51-04:00,,,America/New_York,Other,{},,2020-08-30T14:12:01-04:00
2020-08-29T11:59:45-04:00,2020-08-29T12:59:51-04:00,,,America/New_York,Other,"{""calories"":31.804740905762,""effduration"":2460,""intensity"":50,""manual_distance"":0,""manual_calories"":750.68426513672,""hr_average"":108,""hr_min"":53,""hr_max"":158,""hr_zone_0"":1026,""hr_zone_1"":1905,""hr_zone_2"":395,""hr_zone_3"":0,""device_startdate"":1598716785,""device_enddate"":1598720391,""pause_duration"":2,""steps"":982,""distance"":814.99011230469,""metcumul"":71.431503295898}",,2020-08-30T20:27:55-04:00
2020-08-31T08:37:00-04:00,2020-08-31T09:06:00-04:00,,,America/New_York,Walking,"{""calories"":77.182319641113,""effduration"":1740,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":2501,""distance"":1970.259765625,""metcumul"":110.39669799805}",,2020-09-01T14:56:09-04:00
2020-09-01T08:08:00-04:00,2020-09-01T08:39:00-04:00,,,America/New_York,Walking,"{""calories"":83.979164123535,""effduration"":1620,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":2661,""distance"":2138.0302734375,""metcumul"":103.82479095459}",,2020-09-03T09:56:02-04:00
2020-09-01T19:17:00-04:00,2020-09-01T19:52:00-04:00,,,America/New_York,Walking,"{""calories"":98.100006103516,""effduration"":2040,""intensity"":0,""manual_distance"":-1,""manual_calories"":-1,""pause_duration"":0,""steps"":3186,""distance"":2505.2800292969,""metcumul"":138.16999816895}",,2020-09-03T09:56:02-04:00
2020-09-02T17:46:01-04:00,2020-09-02T18:19:05-04:00,,,America/New_York,Other,"{""calories"":25.818153381348,""effduration"":1620,""intensity"":50,""manual_distance"":0,""manual_calories"":399.69879150391,""hr_average"":110,""hr_min"":73,""hr_max"":158,""hr_zone_0"":425,""hr_zone_1"":858,""hr_zone_2"":221,""hr_zone_3"":0,""device_startdate"":1599083161,""device_enddate"":1599085145,""pause_duration"":3,""steps"":760,""distance"":661.15991210938,""metcumul"":51.323101043701}",,2020-09-03T10:36:40-04:00
2020-09-01T17:28:35-04:00,2020-09-01T18:18:28-04:00,,,America/New_York,Other,"{""calories"":3.0666861534119,""effduration"":1080,""intensity"":50,""manual_distance"":0,""manual_calories"":623.07214355469,""hr_average"":84,""hr_min"":40,""hr_max"":124,""hr_zone_0"":1718,""hr_zone_1"":992,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1598995715,""device_enddate"":1598998708,""pause_duration"":2,""steps"":90,""distance"":79.220001220703,""metcumul"":20.667200088501}",,2020-09-03T09:56:10-04:00
2020-09-01T17:28:35-04:00,2020-09-01T18:18:28-04:00,,,America/New_York,Other,{},,2020-09-03T09:56:10-04:00
2020-09-02T17:46:01-04:00,2020-09-02T18:19:05-04:00,,,America/New_York,Other,{},,2020-09-03T09:56:11-04:00
2020-09-03T17:34:05-04:00,2020-09-03T18:10:23-04:00,,,America/New_York,Other,"{""calories"":3.1900000572205,""effduration"":900,""intensity"":50,""manual_distance"":0,""manual_calories"":453.40829467773,""hr_average"":87,""hr_min"":45,""hr_max"":112,""hr_zone_0"":1681,""hr_zone_1"":450,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1599168845,""device_enddate"":1599171023,""pause_duration"":3,""steps"":101,""distance"":82.700004577637,""metcumul"":17.790000915527}",,2020-09-05T07:58:13-04:00
2020-09-03T17:34:05-04:00,2020-09-03T18:10:23-04:00,,,America/New_York,Other,{},,2020-09-05T07:58:13-04:00
2020-09-07T22:30:00-04:00,2020-09-07T22:40:00-04:00,,,America/New_York,Walking,"{""calories"":17.869998931885,""effduration"":600,""intensity"":0,""manual_distance"":-1,""manual_calories"":61.138137817383,""pause_duration"":0,""steps"":592,""distance"":456.5,""metcumul"":28.729999542236}",,2020-09-08T08:51:51-04:00
2020-09-08T17:30:44-04:00,2020-09-08T18:05:12-04:00,,,America/New_York,Other,"{""calories"":23.009998321533,""effduration"":1500,""intensity"":50,""manual_distance"":0,""manual_calories"":430.50891113281,""hr_average"":117,""hr_min"":85,""hr_max"":154,""hr_zone_0"":253,""hr_zone_1"":744,""hr_zone_2"":289,""hr_zone_3"":0,""device_startdate"":1599600644,""device_enddate"":1599602712,""pause_duration"":2,""steps"":702,""distance"":588.53698730469,""metcumul"":46.590000152588}",,2020-09-11T21:09:38-04:00
2020-09-08T17:30:44-04:00,2020-09-08T18:05:12-04:00,,,America/New_York,Other,{},,2020-09-10T15:59:56-04:00
2020-09-10T17:27:18-04:00,2020-09-10T18:23:49-04:00,,,America/New_York,Yoga,"{""calories"":3.1159999370575,""effduration"":1140,""intensity"":50,""manual_distance"":0,""manual_calories"":705.92633056641,""hr_average"":85,""hr_min"":41,""hr_max"":133,""hr_zone_0"":2278,""hr_zone_1"":1073,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1599773238,""device_enddate"":1599776629,""pause_duration"":3,""steps"":97,""distance"":80.686004638672,""metcumul"":21.726999282837}",,2020-09-11T21:09:39-04:00
2020-09-10T17:27:18-04:00,2020-09-10T18:23:49-04:00,,,America/New_York,Other,{},,2020-09-11T12:22:46-04:00
2020-09-11T17:41:27-04:00,2020-09-11T18:40:51-04:00,,,America/New_York,Other,"{""calories"":23.024946212769,""effduration"":2040,""intensity"":50,""manual_distance"":0,""manual_calories"":741.94085693359,""hr_average"":106,""hr_min"":46,""hr_max"":150,""hr_zone_0"":713,""hr_zone_1"":1202,""hr_zone_2"":170,""hr_zone_3"":0,""device_startdate"":1599860487,""device_enddate"":1599864051,""pause_duration"":2,""steps"":724,""distance"":590.14147949219,""metcumul"":56.283351898193}",,2020-09-15T14:43:08-04:00
2020-09-11T17:41:27-04:00,2020-09-11T18:40:51-04:00,,,America/New_York,Other,{},,2020-09-11T21:09:55-04:00
2020-09-11T23:40:00-04:00,2020-09-12T00:10:00-04:00,,,America/New_York,Walking,"{""calories"":56.406005859375,""effduration"":1800,""intensity"":0,""manual_distance"":-1,""manual_calories"":183.41441345215,""pause_duration"":0,""steps"":1839,""distance"":1430.3492431641,""metcumul"":72.893997192383}",,2020-09-14T16:04:42-04:00
2020-09-15T17:21:14-04:00,2020-09-15T18:27:28-04:00,,,America/New_York,Yoga,"{""calories"":3.4240005016327,""effduration"":1080,""intensity"":50,""manual_distance"":0,""manual_calories"":825.70709228516,""hr_average"":94,""hr_min"":44,""hr_max"":145,""hr_zone_0"":1438,""hr_zone_1"":1287,""hr_zone_2"":100,""hr_zone_3"":0,""device_startdate"":1600204874,""device_enddate"":1600208848,""pause_duration"":3,""steps"":107,""distance"":89.074996948242,""metcumul"":21.005001068115}",,2020-09-17T07:53:37-04:00
2020-09-15T17:21:14-04:00,2020-09-15T18:27:28-04:00,,,America/New_York,Other,{},,2020-09-16T11:10:02-04:00
2020-09-17T15:00:40-04:00,2020-09-17T15:30:45-04:00,,,America/New_York,Other,"{""calories"":17.019998550415,""effduration"":1320,""intensity"":50,""manual_distance"":0,""manual_calories"":375.0380859375,""hr_average"":90,""hr_min"":41,""hr_max"":126,""hr_zone_0"":733,""hr_zone_1"":356,""hr_zone_2"":0,""hr_zone_3"":0,""device_startdate"":1600369240,""device_enddate"":1600371045,""pause_duration"":2,""steps"":536,""distance"":435.68997192383,""metcumul"":38.450000762939}",,2020-09-18T15:31:05-04:00
2020-09-17T15:00:40-04:00,2020-09-17T15:30:45-04:00,,,America/New_York,Other,{},,2020-09-18T15:31:06-04:00
2020-09-20T13:06:00-04:00,2020-09-20T13:45:00-04:00,,,America/New_York,Walking,"{""calories"":85.519996643066,""effduration"":2340,""intensity"":0,""manual_distance"":-1,""manual_calories"":237.98159790039,""pause_duration"":0,""steps"":2836,""distance"":2186.1196289062,""metcumul"":129.11000061035}",,2020-09-20T22:59:28-04:00
